Founder,Investor,Match Score
Safe Superintelligence,Theofilos Vasileiadis,75
Safe Superintelligence,Thomas Ermacora,75
Safe Superintelligence,Thomas Jones,75
Safe Superintelligence,Tien Tzuo,75
Safe Superintelligence,Timothy Abbott,75
Safe Superintelligence,Todd Goldberg,75
Safe Superintelligence,"Todd Goldberg
",75
Safe Superintelligence,"Tomer London
",75
Safe Superintelligence,Trend Forward Capital,75
Safe Superintelligence,"Turner Novak
",75
Safe Superintelligence,Ulrike Mueller,75
Safe Superintelligence,Varsha Rao,75
Safe Superintelligence,"Vasant Rao
",75
Safe Superintelligence,Vasco Pedro,75
Safe Superintelligence,Vel Kanniappan,75
Safe Superintelligence,"Venk Krishnan
",75
Safe Superintelligence,"Venky Karnam
",75
Safe Superintelligence,"Vibhor Chhabra
",75
Safe Superintelligence,Vidit Aatrey,75
Safe Superintelligence,"Vijay Shekhar Sharma
",75
Safe Superintelligence,"Vikas Bagaria
",75
Safe Superintelligence,"Vikas Choudhury
",75
Safe Superintelligence,Vikas Taneja,75
Safe Superintelligence,Vishal Rao,75
Safe Superintelligence,"Vivek Bhargava
",75
Safe Superintelligence,Vlad Magdalin,75
Safe Superintelligence,"Wen-Wen Lam
",75
Safe Superintelligence,Wenda Millard,75
Safe Superintelligence,White Rhino Ventures,75
Safe Superintelligence,Will Neale,75
Safe Superintelligence,William Mougayar,75
Safe Superintelligence,William Reeve,75
Safe Superintelligence,Wolfgang Allisat,75
Safe Superintelligence,Yago Arbeloa,75
Safe Superintelligence,Yee Lee,75
Safe Superintelligence,"Yuriy Dovzhansky
",75
Safe Superintelligence,Yvonne Wassenaar,75
Safe Superintelligence,"Zach Coelius
",75
Safe Superintelligence,"Zaheer Memon
",75
Safe Superintelligence,"Zishaan Hayath
",75
Safe Superintelligence,Zvi Schreiber,75
Safe Superintelligence,212,70
Safe Superintelligence,AFI Ventures,70
Safe Superintelligence,Aksara Ventures,70
Safe Superintelligence,Blisce/,70
Safe Superintelligence,Cobin Angels,70
Safe Superintelligence,Escalar,70
Safe Superintelligence,Everywhere Ventures,70
Safe Superintelligence,FLORA Ventures,70
Safe Superintelligence,Founderment,70
Safe Superintelligence,Full Turn Capital,70
Safe Superintelligence,Henkel Ventures,70
Safe Superintelligence,Houghton Street Ventures,70
Safe Superintelligence,Hypertherm Ventures,70
Safe Superintelligence,Intuitio Ventures,70
Safe Superintelligence,Inveready,70
Safe Superintelligence,Jaza Rift Ventures,70
Safe Superintelligence,Juan Daniel Minguez,70
Safe Superintelligence,Klass Capital,70
Safe Superintelligence,Momenta,70
Safe Superintelligence,NFP Ventures,70
Safe Superintelligence,Norselab,70
Safe Superintelligence,Olive Capital,70
Safe Superintelligence,Saison Capital,70
Safe Superintelligence,SuperAngel.Fund,70
Safe Superintelligence,Telah,70
Safe Superintelligence,Brian Ma,70
Safe Superintelligence,Bruno Werneck de Almeida,70
Safe Superintelligence,Chelsea Bai,70
Safe Superintelligence,"Chris Lyons
",70
Safe Superintelligence,Elliott Bisnow,70
Safe Superintelligence,Giuseppe Caltabiano,70
Safe Superintelligence,Sanjay Sathe,70
Safe Superintelligence,Steve Weston,70
Safe Superintelligence,212Founders,65
Safe Superintelligence,30N Ventures,65
Safe Superintelligence,34 Elements Academy,65
Safe Superintelligence,365.fintech,65
Safe Superintelligence,3CC Third Culture Capital,65
Safe Superintelligence,4F Ventures,65
Safe Superintelligence,574 Invest by SNCF,65
Safe Superintelligence,Active Impact Investments,65
Safe Superintelligence,Adevinta Ventures,65
Safe Superintelligence,Aescuvest,65
Safe Superintelligence,Alberts Impact Ventures,65
Safe Superintelligence,Alpha Square Group,65
Safe Superintelligence,Arborview Capital,65
Safe Superintelligence,Arkéa Capital,65
Safe Superintelligence,ArkStream Capital,65
Safe Superintelligence,Army Venture Capital Corporation,65
Safe Superintelligence,Assured Asset Management Limited,65
Safe Superintelligence,Atlas Ventures (Singapore),65
Safe Superintelligence,Atria Ventures,65
Safe Superintelligence,Autonom Ventures,65
Safe Superintelligence,AvantLab,65
Safe Superintelligence,Avelana,65
Safe Superintelligence,AVV Ascend Vietnam Ventures,65
Safe Superintelligence,Bailador Technology Investments,65
Safe Superintelligence,Banca Generali,65
Safe Superintelligence,Because Ventures,65
Safe Superintelligence,Better Tomorrow Ventures,65
Safe Superintelligence,better ventures,65
Safe Superintelligence,Block Dojo,65
Safe Superintelligence,Blockchain Founders Fund,65
Safe Superintelligence,Bouygues Développement ,65
Safe Superintelligence,Bronze Valley,65
Safe Superintelligence,Cactus Venture Partners,65
Safe Superintelligence,Cadence Growth Capital (CGC),65
Safe Superintelligence,Capital V,65
Safe Superintelligence,Carao Ventures,65
Safe Superintelligence,CE Ventures,65
Safe Superintelligence,Chirag Sheth,65
Safe Superintelligence,ClearCo,65
Safe Superintelligence,Colam Impact,65
Safe Superintelligence,Contrarian Ventures,65
Safe Superintelligence,Covalent Ventures,65
Safe Superintelligence,Coyote Ventures,65
Safe Superintelligence,Creadev,65
Safe Superintelligence,DOB Equity,65
Safe Superintelligence,Druid Ventures,65
Safe Superintelligence,Dynamk Capital,65
Safe Superintelligence,E²JDJ,65
Safe Superintelligence,ECBF European Circular Bioeconomy Fund,65
Safe Superintelligence,EcoMachines Ventures,65
Safe Superintelligence,Ecosystem Integrity Fund,65
Safe Superintelligence,EDF Pulse Ventures,65
Safe Superintelligence,Edison Partners (US),65
Safe Superintelligence,EEC Ventures,65
Safe Superintelligence,Element Finance,65
Safe Superintelligence,Elevar Equity,65
Safe Superintelligence,Elevator Ventures,65
Safe Superintelligence,Emerge Education,65
Safe Superintelligence,Energy Capital Ventures,65
Safe Superintelligence,Epakon Capital,65
Safe Superintelligence,Eureeca Ltd,65
Safe Superintelligence,Evergy Ventures,65
Safe Superintelligence,Excellis Holding,65
Safe Superintelligence,Fintech Ventures Fund,65
Safe Superintelligence,First Stage Labs,65
Safe Superintelligence,FirstCheck Africa,65
Safe Superintelligence,FITEC,65
Safe Superintelligence,Fluent Ventures,65
Safe Superintelligence,FOV Ventures,65
Safe Superintelligence,Fuse Venture Partners,65
Safe Superintelligence,Ginkgo Equity,65
Safe Superintelligence,Go Capital,65
Safe Superintelligence,Goose Valley Ventures,65
Safe Superintelligence,Greenlight Re Innovations,65
Safe Superintelligence,Hartmann Metaverse Ventures,65
Safe Superintelligence,HashedHealth,65
Safe Superintelligence,Healthy Ventures,65
Safe Superintelligence,High Flyers Capital,65
Safe Superintelligence,Horseshoe Capital,65
Safe Superintelligence,IDC Ventures,65
Safe Superintelligence,Identity Ventures,65
Safe Superintelligence,Ilina Rai Sia,65
Safe Superintelligence,Impacta VC,65
Safe Superintelligence,Inovo Venture Partners,65
Safe Superintelligence,Insurtech Capital,65
Safe Superintelligence,Inuka Capital,65
Safe Superintelligence,Investir&+,65
Safe Superintelligence,Investissement Québec,65
Safe Superintelligence,Julien Barbieux,65
Safe Superintelligence,Katapult Seed,65
Safe Superintelligence,Kaya Ventures,65
Safe Superintelligence,Keiki Capital,65
Safe Superintelligence,Lafayette Square,65
Safe Superintelligence,Langleven,65
Safe Superintelligence,LDV Capital,65
Safe Superintelligence,Leet Capital,65
Safe Superintelligence,Liquidity Capital,65
Safe Superintelligence,Look Up Ventures,65
Safe Superintelligence,Luminate,65
Safe Superintelligence,Maor Investments,65
Safe Superintelligence,Media Investments,65
Safe Superintelligence,MediaTech Hub Accelerator,65
Safe Superintelligence,MeOhr Ventures,65
Safe Superintelligence,Moonstone VC,65
Safe Superintelligence,MVP Munich Venture Partners,65
Safe Superintelligence,Nahim Bin Moussa,65
Safe Superintelligence,Nauta Capital,65
Safe Superintelligence,Neva SGR,65
Safe Superintelligence,Northwestern Mutual Future Ventures,65
Safe Superintelligence,Olma Luxury Holdings,65
Safe Superintelligence,Oltre Venture,65
Safe Superintelligence,OpenCNP by CNP Assurances,65
Safe Superintelligence,Orion Startups,65
Safe Superintelligence,OTB Ventures,65
Safe Superintelligence,OurCrowd,65
Safe Superintelligence,Oxford Angel Fund,65
Safe Superintelligence,Oyster Bay Venture Capital,65
Safe Superintelligence,Paolo Siligoni,65
Safe Superintelligence,Parallel,65
Safe Superintelligence,Pitch VC,65
Safe Superintelligence,Prequel Ventures,65
Safe Superintelligence,Proximity Ventures,65
Safe Superintelligence,q fund,65
Safe Superintelligence,Quest Ventures,65
Safe Superintelligence,R17 Ventures,65
Safe Superintelligence,Raison Asset Management,65
Safe Superintelligence,Rally Cap Ventures,65
Safe Superintelligence,Reach Ventures,65
Safe Superintelligence,Reciprocal Studio,65
Safe Superintelligence,ReGen Ventures,65
Safe Superintelligence,Reimann Investors,65
Safe Superintelligence,Riverwood Capital,65
Safe Superintelligence,RoundX,65
Safe Superintelligence,Salkantay Ventures,65
Safe Superintelligence,Santa Barbara Venture Partners,65
Safe Superintelligence,Sapphire Sport,65
Safe Superintelligence,Satgana,65
Safe Superintelligence,Save the Children Global Ventures,65
Safe Superintelligence,Sheesha Finance,65
Safe Superintelligence,Signature Ventures,65
Safe Superintelligence,Silver Lake Partners,65
Safe Superintelligence,SIX Fintech Ventures,65
Safe Superintelligence,Smedvig Capital,65
Safe Superintelligence,SpeedUp Venture Capital Group,65
Safe Superintelligence,Spinaker Alfa,65
Safe Superintelligence,SpringTime Ventures,65
Safe Superintelligence,Start Ventures,65
Safe Superintelligence,Strike Ventures,65
Safe Superintelligence,Subvisual,65
Safe Superintelligence,Supply Change Capital,65
Safe Superintelligence,Synergy Ventures,65
Safe Superintelligence,Tawuniya Digital Ventures,65
Safe Superintelligence,TechOperators,65
Safe Superintelligence,Techstars Payments,65
Safe Superintelligence,Telos Impact,65
Safe Superintelligence,Tenacious Ventures,65
Safe Superintelligence,test,65
Safe Superintelligence,Tilia Impact Ventures,65
Safe Superintelligence,TLcom Capital,65
Safe Superintelligence,Town Hall Ventures,65
Safe Superintelligence,Truleum Venture Partners Limited,65
Safe Superintelligence,TX Ventures,65
Safe Superintelligence,UNIQA Ventures,65
Safe Superintelligence,Valuetech Seed,65
Safe Superintelligence,Verge Healthtech Fund,65
Safe Superintelligence,Verve Ventures,65
Safe Superintelligence,Via ID,65
Safe Superintelligence,Vorwerk Ventures,65
Safe Superintelligence,Vulcan Capital,65
Safe Superintelligence,W&W Brandpool,65
Safe Superintelligence,White Rhino Ventures,65
Safe Superintelligence,Wildwood Ventures,65
Safe Superintelligence,XPRESS Ventures,65
Safe Superintelligence,yard[hub],65
Safe Superintelligence,York IE,65
Safe Superintelligence,YYM Ventures,65
Safe Superintelligence,Achim Lederle,65
Safe Superintelligence,Adriaan Mol,65
Safe Superintelligence,Adrian Alfieri,65
Safe Superintelligence,"Agility Ventures
",65
Safe Superintelligence,Alexander Gerko,65
Safe Superintelligence,Andrew Diplock,65
Safe Superintelligence,Andy Atherton,65
Safe Superintelligence,Andy Brown,65
Safe Superintelligence,Andy Dunn,65
Safe Superintelligence,Anubhav Sonthalia,65
Safe Superintelligence,Apurva Parekh,65
Safe Superintelligence,Ariel Yaar,65
Safe Superintelligence,Arjun Pillai,65
Safe Superintelligence,"Artha group
",65
Safe Superintelligence,Ashneer Grover,65
Safe Superintelligence,Bart Pelsmaeker,65
Safe Superintelligence,Beatriz Perez,65
Safe Superintelligence,Ben Kinney,65
Safe Superintelligence,Bernd Wendeln,65
Safe Superintelligence,Bessemer,65
Safe Superintelligence,Bill Clerico,65
Safe Superintelligence,Bobby Lo,65
Safe Superintelligence,Brandon Welsh,65
Safe Superintelligence,Brett Akker,65
Safe Superintelligence,Brett Crosby,65
Safe Superintelligence,Brian Nichols,65
Safe Superintelligence,Bruce Hack,65
Safe Superintelligence,"Caroline Weintraub
",65
Safe Superintelligence,Chelsea Bai,65
Safe Superintelligence,Christian Dahlen,65
Safe Superintelligence,Christopher Isak,65
Safe Superintelligence,Clara Shih,65
Safe Superintelligence,Craig Courtemanche,65
Safe Superintelligence,Damian Kissane,65
Safe Superintelligence,Damien Tanner,65
Safe Superintelligence,Daniel Gebler,65
Safe Superintelligence,Daniel Wartolowski,65
Safe Superintelligence,Dave Morgan,65
Safe Superintelligence,David Dutton,65
Safe Superintelligence,David Kalt,65
Safe Superintelligence,David Steinberg,65
Safe Superintelligence,David Wolfe,65
Safe Superintelligence,Daymond John,65
Safe Superintelligence,"Deepinder Goyal
",65
Safe Superintelligence,Designer Fund,65
Safe Superintelligence,Diego Fleischmann,65
Safe Superintelligence,Don Brown,65
Safe Superintelligence,Doug Fieldhouse,65
Safe Superintelligence,Dylan Taylor,65
Safe Superintelligence,Ed Wray,65
Safe Superintelligence,Enrico Pandian,65
Safe Superintelligence,Eric Glyman,65
Safe Superintelligence,Eric Wu,65
Safe Superintelligence,Etienne Leroy,65
Safe Superintelligence,Finn Haensel,65
Safe Superintelligence,Fintech Next,65
Safe Superintelligence,First Name Last Name,65
Safe Superintelligence,First Name Lat Name,65
Safe Superintelligence,Frank Freund,65
Safe Superintelligence,Frank Sica,65
Safe Superintelligence,Freddy Macnamara,65
Safe Superintelligence,Frederic Montagnon,65
Safe Superintelligence,George Graham,65
Safe Superintelligence,"Ghazal Alagh
",65
Safe Superintelligence,Gigi Pritzker,65
Safe Superintelligence,Gil Hirsch,65
Safe Superintelligence,Godefroy Jordan,65
Safe Superintelligence,Greater Colorado Venture Fund,65
Safe Superintelligence,Gregory Barton,65
Safe Superintelligence,Guilherme Bonifacio,65
Safe Superintelligence,Healthy Ventures,65
Safe Superintelligence,Ian Baird,65
Safe Superintelligence,Idris Mokhtarzada,65
Safe Superintelligence,Ioann Fainsilber,65
Safe Superintelligence,IvyCap,65
Safe Superintelligence,Jacob Jaber,65
Safe Superintelligence,Jarl Mohn,65
Safe Superintelligence,Jarno Vanhatapio,65
Safe Superintelligence,Jason Goldberg,65
Safe Superintelligence,Jason Wong,65
Safe Superintelligence,Jaspreet Bindra,65
Safe Superintelligence,Jean-Daniel Guyot,65
Safe Superintelligence,Jean-David Blanc,65
Safe Superintelligence,Jean-Romain Lhomme,65
Safe Superintelligence,Jeppe Rindom,65
Safe Superintelligence,Jeremy Andrus,65
Safe Superintelligence,Jeremy Gardner,65
Safe Superintelligence,Jesse Proudman,65
Safe Superintelligence,Jillian Cohn,65
Safe Superintelligence,"JITO Angel Network
",65
Safe Superintelligence,Joe Green,65
Safe Superintelligence,John Fontein,65
Safe Superintelligence,John Murray,65
Safe Superintelligence,John Suh,65
Safe Superintelligence,Jonas Tellander,65
Safe Superintelligence,Joseoh Schiarizzi,65
Safe Superintelligence,Josh Binnie,65
Safe Superintelligence,Just Ventures,65
Safe Superintelligence,Justin Siegel,65
Safe Superintelligence,Karl Jacob,65
Safe Superintelligence,Kiva Dickinson,65
Safe Superintelligence,Krzysztof Nowicki,65
Safe Superintelligence,Kumar Rangarajan,65
Safe Superintelligence,Laurence Marlor,65
Safe Superintelligence,LD Sharma,65
Safe Superintelligence,"Lead Angels Network
",65
Safe Superintelligence,Lexi Ventures,65
Safe Superintelligence,Liam Griffin,65
Safe Superintelligence,Lloyd Frink,65
Safe Superintelligence,Loui Blake,65
Safe Superintelligence,Lucas Nealan,65
Safe Superintelligence,Luminate,65
Safe Superintelligence,Maneesh Arora,65
Safe Superintelligence,Manish Amin,65
Safe Superintelligence,Marcy Simon,65
Safe Superintelligence,Mark Naples,65
Safe Superintelligence,Mark Ransford,65
Safe Superintelligence,"Mars Shot Ventures
",65
Safe Superintelligence,Matt Monahan,65
Safe Superintelligence,Matt Robinson,65
Safe Superintelligence,Maximilian Tayenthal,65
Safe Superintelligence,Michael Barrett,65
Safe Superintelligence,Michael Liebreich,65
Safe Superintelligence,Michael Patsalos-Fox,65
Safe Superintelligence,Michael Rauchman,65
Safe Superintelligence,MutliCare Capital Patners,65
Safe Superintelligence,Narayan Ramachandran,65
Safe Superintelligence,Nick Caldwell,65
Safe Superintelligence,Nick Telson,65
Safe Superintelligence,Nicolas Steegmann,65
Safe Superintelligence,Nikola Deskovic,65
Safe Superintelligence,Nikola Jankovic,65
Safe Superintelligence,Nolan Gray,65
Safe Superintelligence,Omri Dahan,65
Safe Superintelligence,Paul English,65
Safe Superintelligence,Paul Garcia,65
Safe Superintelligence,"Paul Levine
",65
Safe Superintelligence,Paul Walton,65
Safe Superintelligence,Peggy Mangot,65
Safe Superintelligence,Pesu Venture Labs,65
Safe Superintelligence,Peter Hinssen,65
Safe Superintelligence,Peter Lasensky,65
Safe Superintelligence,Philippe Plichon,65
Safe Superintelligence,"Point One Capital
",65
Safe Superintelligence,"Promise Phelon
",65
Safe Superintelligence,Rajiv Krishnarao,65
Safe Superintelligence,Ravi Gururaj,65
Safe Superintelligence,Reinventure Capital,65
Safe Superintelligence,Reinventure Capital,65
Safe Superintelligence,Riccardo Zacconi,65
Safe Superintelligence,Rich Paret,65
Safe Superintelligence,Richard Fattal,65
Safe Superintelligence,Richard Verney,65
Safe Superintelligence,Robert Gaydos,65
Safe Superintelligence,Robyn Peterson,65
Safe Superintelligence,Rodrigo Dantas,65
Safe Superintelligence,Roger Casals,65
Safe Superintelligence,"Roger Dickey
",65
Safe Superintelligence,Ron Zuckerman,65
Safe Superintelligence,Russell Smith,65
Safe Superintelligence,Ryan Finley,65
Safe Superintelligence,"Saama Capital
",65
Safe Superintelligence,Sachin Sutariya,65
Safe Superintelligence,Safar Patners,65
Safe Superintelligence,Safar Patners,65
Safe Superintelligence,Sanjay Mehrotra,65
Safe Superintelligence,"Sara Choi
",65
Safe Superintelligence,Sayli Karanjkar,65
Safe Superintelligence,Scott Crosby,65
Safe Superintelligence,Sebastian Diemer,65
Safe Superintelligence,Serge Milbank,65
Safe Superintelligence,Shou Chew,65
Safe Superintelligence,Simon Jacobs,65
Safe Superintelligence,Stanley Fink,65
Safe Superintelligence,Stephen Bryen,65
Safe Superintelligence,Taavi Madiberk,65
Safe Superintelligence,Taj Ahmad-Eldridge,65
Safe Superintelligence,Teddy Downey,65
Safe Superintelligence,"The Chennai Angels
",65
Safe Superintelligence,The Council Capital,65
Safe Superintelligence,"Thomson Nguyen
",65
Safe Superintelligence,Tim Brinkman,65
Safe Superintelligence,Tim Chen,65
Safe Superintelligence,Tim Wesselman,65
Safe Superintelligence,"Tina Bou-Saba
",65
Safe Superintelligence,Tod Loofbourrow,65
Safe Superintelligence,Todd Collins,65
Safe Superintelligence,Tom Preston-Werner,65
Safe Superintelligence,Troy Collins,65
Safe Superintelligence,Tyler Scriven,65
Safe Superintelligence,Vlad Tenev,65
Safe Superintelligence,"Vyshakh Kodoth
",65
Safe Superintelligence,Walter Driver,65
Safe Superintelligence,Wensceslao Casares,65
Safe Superintelligence,"Wes Tang-Wymer
",65
Safe Superintelligence,Will Brooks,65
Safe Superintelligence,Will Martin,65
Safe Superintelligence,"Will McClelland
",65
Safe Superintelligence,Willem Delbare,65
Safe Superintelligence,Wolfgang Buehler,65
Safe Superintelligence,Yuliya Raquel,65
Safe Superintelligence,"Zach DeWitt
",65
Safe Superintelligence,Complear,60
Safe Superintelligence,Cuir Invest,60
Safe Superintelligence,FEMSA Ventures,60
Safe Superintelligence,Gamerforce Ventures,60
Safe Superintelligence,Insurtech Gateway,60
Safe Superintelligence,Majinx Capital,60
Safe Superintelligence,MTE MedTech Entrepreneurs,60
Safe Superintelligence,Silicon Road Ventures,60
Safe Superintelligence,Akhil Paul,60
Safe Superintelligence,Agya Ventures,55
Safe Superintelligence,Andreas Mihalovits,55
Safe Superintelligence,Compass Digital Ventures,55
Safe Superintelligence,Jeremy Baum,55
Safe Superintelligence,Keensight Capital,55
Safe Superintelligence,Korelya Capital,55
Safe Superintelligence,Petri,55
Safe Superintelligence,Shareline,55
Safe Superintelligence,Travel Capitalist Ventures,55
Safe Superintelligence,Truffle Capital,55
Safe Superintelligence,Because Ventures,55
Safe Superintelligence,Dan Lynn,55
Safe Superintelligence,Felix Jahn,55
Safe Superintelligence,Gautam Gupta,55
Safe Superintelligence,Jan Deepen,55
Safe Superintelligence,Kristopher Jones,55
Safe Superintelligence,Mark Britto,55
Safe Superintelligence,Rishi Narayan,55
Safe Superintelligence,Scott Beattie,55
Safe Superintelligence,Jason Levine,50
Safe Superintelligence,Camel Ventures,45
Safe Superintelligence,Indus Equity Partners,45
Safe Superintelligence,Privilège Ventures,45
Safe Superintelligence,Ten Coves Capital,45
Safe Superintelligence,The SidebySide Partnership,45
Safe Superintelligence,Accion Venture Lab,35
Safe Superintelligence,APEX Capital,35
Safe Superintelligence,Calm/Storm Ventures,35
Safe Superintelligence,Five Seasons Ventures,35
Safe Superintelligence,MedStartr,35
Safe Superintelligence,Propel Venture Partners,35
Safe Superintelligence,Sofinnova Partners,35
Safe Superintelligence,Bookmark Capital,35
Safe Superintelligence,Dhruv Agarwala,35
Safe Superintelligence,Framework Ventures,30
Safe Superintelligence,Oyster Ventures,30
Safe Superintelligence,James Watt,30
Safe Superintelligence,MetaProp Ventures,30
Safe Superintelligence,Astorya,25
Safe Superintelligence,b.value AG,25
Safe Superintelligence,Cryptobooster,25
Safe Superintelligence,Mohammad Hossein Tavangar,25
Safe Superintelligence,Netopia Ventures,25
Safe Superintelligence,Vine VC,25
Safe Superintelligence,Lead sports and health tech patners,25
Safe Superintelligence,Michael Bristow,25
Safe Superintelligence,Ray Nolan,25
Safe Superintelligence,Sean Cornwell,25
Safe Superintelligence,Beams Fintech Fund,20
Safe Superintelligence,Breakout Ventures,20
Safe Superintelligence,Climate Avengers,20
Safe Superintelligence,First Bridge Ventures,20
Safe Superintelligence,Impression Ventures,20
Safe Superintelligence,Kings Health Partners Ventures,20
Safe Superintelligence,PsyMed Ventures,20
Safe Superintelligence,Resolution Ventures,20
Safe Superintelligence,The Ganesha Lab,20
Safe Superintelligence,Tomahawk.VC,20
Safe Superintelligence,Vibe Bio,20
Safe Superintelligence,Healthy Ventures,20
Safe Superintelligence,Lexi Ventures,20
Safe Superintelligence,Mark Tomasovic,20
Safe Superintelligence,Phin Mpofu,20
Safe Superintelligence,Stefan Jeschonnek,20
Safe Superintelligence,Supplu Change Capital,20
Safe Superintelligence,Vera Equity,20
Safe Superintelligence,Baltic Ports,15
Safe Superintelligence,BimTek Group,15
Safe Superintelligence,Crescent Fund,15
Safe Superintelligence,Exome Asset Management,15
Safe Superintelligence,Gilgamesh Ventures,15
Safe Superintelligence,Masawa,15
Safe Superintelligence,Reach Capital,15
Safe Superintelligence,Zanichelli Venture,15
Safe Superintelligence,Zentynel,15
Safe Superintelligence,"Dan Moskowitz
",15
Safe Superintelligence,"Eddie Lee
",15
Safe Superintelligence,Era Ventures,15
Safe Superintelligence,Ilya Eremeev,15
Safe Superintelligence,Jonathan Hirsch,15
Safe Superintelligence,Mark Gillespie,15
Safe Superintelligence,Altamira,10
Safe Superintelligence,AMG Block,10
Safe Superintelligence,CapAgro,10
Safe Superintelligence,Concrete Ventures,10
Safe Superintelligence,Fintech Start,10
Safe Superintelligence,Flutter Finance,10
Safe Superintelligence,Future Energy Ventures,10
Safe Superintelligence,Genoa Ventures,10
Safe Superintelligence,ID Capital,10
Safe Superintelligence,Illumina Ventures,10
Safe Superintelligence,InvestBev,10
Safe Superintelligence,Leafy Tunnel,10
Safe Superintelligence,Lego Ventures,10
Safe Superintelligence,LeverageVC,10
Safe Superintelligence,MDR Lab,10
Safe Superintelligence,Moneta VC,10
Safe Superintelligence,Nordic Secondary Fund,10
Safe Superintelligence,Sapphire Ventures,10
Safe Superintelligence,Seventure - Life Sciences,10
Safe Superintelligence,Stadia Ventures,10
Safe Superintelligence,Third Rock Ventures,10
Safe Superintelligence,Trailhead Capital,10
Safe Superintelligence,Transition VC,10
Safe Superintelligence,Trust Esport,10
Safe Superintelligence,Up Partners,10
Safe Superintelligence,WePlay Ventures,10
Safe Superintelligence,1st Course Capital,10
Safe Superintelligence,David Stern,10
Safe Superintelligence,Griffin Gaming Patners,10
Safe Superintelligence,Luminate,10
Safe Superintelligence,FlashPoint Capital,5
Safe Superintelligence,Frenetik Priority,5
Safe Superintelligence,Homegrown CPG,5
Safe Superintelligence,Name,5
Safe Superintelligence,Nordic FoodTech VC,5
Safe Superintelligence,Touch Ventures,5
Safe Superintelligence,Yaya Capital,5
Safe Superintelligence,Kenny Bruce,5
Safe Superintelligence,ShangBay Capital,5
